iter	Logloss
329	0.516912934
330	0.5168368056
331	0.5167583279
332	0.5166904839
333	0.5166172201
334	0.5165352865
335	0.5164624891
336	0.5164308051
337	0.5163827582
338	0.5163336155
339	0.5162780219
340	0.5162218967
341	0.5161621853
342	0.5160963053
343	0.5160391602
344	0.5159800836
345	0.5159093587
346	0.5158633898
347	0.5157791124
348	0.515712679
349	0.5156361003
350	0.5155398655
351	0.5154699816
352	0.5153909559
353	0.5153338704
354	0.515282373
355	0.51520102
356	0.5151345703
357	0.5150659234
358	0.5149876953
359	0.5149349338
360	0.5148745388
361	0.5148123752
362	0.5147202257
363	0.5146789876
364	0.5146261339
365	0.5145441026
366	0.514502322
367	0.514445166
368	0.5144051812
369	0.5143579915
370	0.5142715386
371	0.5141808322
372	0.514107053
373	0.5140412001
374	0.5139718316
375	0.51389088
376	0.5138347005
377	0.5137843099
378	0.5137105794
379	0.5136334147
380	0.513575689
381	0.5135176758
382	0.513469987
383	0.5134185818
384	0.5133744358
385	0.5133178277
386	0.5132629395
387	0.5131845161
388	0.5131310601
389	0.5130654026
390	0.5130009657
391	0.5129270996
392	0.5128792752
393	0.5128081
394	0.5127708876
395	0.5127214355
396	0.5126692871
397	0.512613775
398	0.5125769586
399	0.512504541
400	0.512436225
401	0.5123730469
402	0.5122989041
403	0.5122020671
404	0.5121397949
405	0.5120708008
406	0.5120207465
407	0.5119453559
408	0.5118947754
409	0.5118403212
410	0.5117694607
411	0.5117054742
412	0.5116514865
413	0.511604975
414	0.5115660265
415	0.5114832574
416	0.5114131348
417	0.5113775065
418	0.511333724
419	0.5112863824
420	0.5112201172
421	0.5111550836
422	0.5111097928
423	0.5110727105
424	0.5110259494
425	0.5109613553
426	0.5109018012
427	0.5108781793
428	0.5108411079
429	0.5108015679
430	0.5107475749
431	0.5107034234
432	0.5106620605
433	0.5105925347
434	0.510548036
435	0.5104970323
436	0.5104365343
437	0.5103891927
438	0.5103524848
439	0.510294873
440	0.5102452745
441	0.5101873589
442	0.5101516547
443	0.5100964247
444	0.5100415744
445	0.5099849664
446	0.5099376031
447	0.5098695041
448	0.509816862
449	0.5097520725
450	0.5097003472
451	0.5096561903
452	0.5096144368
453	0.5095710449
454	0.5095281576
455	0.5094818576
456	0.509446403
457	0.5094032227
458	0.5093548937
459	0.5093203939
460	0.5092703288
461	0.5092329861
462	0.5091833171
463	0.5091426053
464	0.5090716037
465	0.5090338759
466	0.5089919488
467	0.508938992
468	0.5089038357
469	0.5088445909
470	0.5088015951
471	0.5087408963
472	0.5086799479
473	0.5086217611
474	0.5085514648
475	0.508502143
476	0.508434847
477	0.5083893717
478	0.5083533691
479	0.508321441
480	0.5082752007
481	0.5082365777
482	0.5082035265
483	0.5081590115
484	0.5081033963
485	0.5080612522
486	0.508014974
487	0.5079657552
488	0.5079238661
489	0.5078737739
490	0.5078112413
491	0.5077549316
492	0.5076999078
493	0.507661518
494	0.5076310818
495	0.5075898492
496	0.5075568468
497	0.5074985514
498	0.5074485786
499	0.5074153375
500	0.5073765191
501	0.5073366753
502	0.5072749566
503	0.5072320801
504	0.5071872559
505	0.5071435872
506	0.5070828179
507	0.5070498915
508	0.5070198459
509	0.5069493924
510	0.5068860894
511	0.5068427897
512	0.5067922635
513	0.5067319987
514	0.5066803331
515	0.5066342773
516	0.5065643446
517	0.5065175944
518	0.5064728027
519	0.506431467
520	0.5063749512
521	0.5063183485
522	0.5062914714
523	0.5062506022
524	0.5062137695
525	0.5061742513
526	0.5061231988
527	0.5060968587
528	0.5060531413
529	0.5060179525
530	0.5059655273
531	0.5059216254
532	0.5058832086
533	0.505835536
534	0.5058007053
535	0.5057713542
536	0.5057392361
537	0.50570236
538	0.505625689
539	0.5055923014
540	0.5055319336
541	0.5054996745
542	0.5054412815
543	0.5053712023
544	0.5053185981
545	0.5052823079
546	0.5052340007
547	0.5051830187
548	0.5051546441
549	0.5051021647
550	0.5050644531
551	0.5050189345
552	0.5049580621
553	0.5049096354
554	0.504867513
555	0.5048242025
556	0.5047775933
557	0.5047363715
558	0.5047021159
559	0.5046693631
560	0.5046264703
561	0.5045942925
562	0.5045562988
563	0.5045115397
564	0.5044805339
565	0.5044314019
566	0.5044058485
567	0.5043574544
568	0.5043248481
569	0.5042568576
570	0.5042268283
571	0.5041808485
572	0.5041345215
573	0.5040811306
574	0.5040415853
575	0.5040087511
576	0.5039626845
577	0.5039201877
578	0.5038748101
579	0.5038325358
580	0.5037805284
581	0.5037412218
582	0.5037026313
583	0.5036572971
584	0.503625038
585	0.5035893717
586	0.5035516168
587	0.5035070041
588	0.5034578016
589	0.5034080566
590	0.5033600206
591	0.5033297038
592	0.5032984321
593	0.5032531847
594	0.5032102105
595	0.5031739095
596	0.5031241265
597	0.5030755588
598	0.5030461751
599	0.5029888129
600	0.5029432454
601	0.5028953776
602	0.502848291
603	0.5028092285
604	0.5027682943
605	0.5027208116
606	0.5026700033
607	0.5026313911
608	0.5025999946
609	0.5025523709
610	0.5025075629
611	0.5024701769
612	0.502436046
613	0.5023932617
614	0.5023485297
615	0.502297168
616	0.5022554796
617	0.5022196398
618	0.5021749674
619	0.5021358887
620	0.502093202
621	0.502052143
622	0.5020136176
623	0.5019698405
624	0.5019381999
625	0.5019035211
626	0.5018654188
627	0.5018227268
628	0.5017907769
629	0.5017643012
630	0.5017364366
631	0.5016957086
632	0.5016636719
633	0.5016167426
634	0.5015777995
635	0.5015324219
636	0.5014893121
637	0.5014415582
638	0.501395714
639	0.5013526096
640	0.5013075358
641	0.5012627821
642	0.5012352593
643	0.501195242
644	0.5011567112
645	0.5011273383
646	0.5010837891
647	0.5010518989
648	0.5010225803
649	0.5009810981
650	0.5009481771
651	0.5009190592
652	0.5008898166
653	0.5008599664
654	0.5008200033
655	0.5007789605
656	0.5007557943
657	0.5007225043
658	0.5006961697
659	0.5006592936
660	0.5006192329
661	0.5005803114
662	0.5005449056
663	0.5005030382
664	0.5004609049
665	0.5004235026
666	0.5003852485
667	0.5003481174
668	0.5003164822
669	0.5002714572
670	0.5002311415
671	0.5001869412
672	0.5001511664
673	0.5001116862
674	0.5000786621
675	0.5000392904
676	0.5000095215
677	0.4999610894
678	0.4999201714
679	0.4998896701
680	0.4998434462
681	0.4998096246
682	0.499763737
683	0.4997158366
684	0.499677577
685	0.4996469727
686	0.4995934625
687	0.4995578505
688	0.4995103461
689	0.4994574707
690	0.4994260579
691	0.4993821018
692	0.4993467285
693	0.4993110514
694	0.499289936
695	0.4992543349
696	0.4991975423
697	0.499156033
698	0.4991313477
699	0.4990939399
700	0.4990625054
701	0.4990265896
702	0.4989934245
703	0.4989659722
704	0.4989342014
705	0.4989013021
706	0.4988525282
707	0.4987880154
708	0.4987403917
709	0.4987068848
710	0.4986697211
711	0.4986367242
712	0.4985955566
713	0.4985593696
714	0.4985354492
715	0.4985060221
716	0.4984603624
717	0.4984230523
718	0.4983889106
719	0.4983568251
720	0.4983258192
721	0.4982977593
722	0.4982510796
723	0.4982124674
724	0.4981784342
725	0.4981357747
726	0.4980893609
727	0.4980503526
728	0.4979995443
729	0.4979569824
730	0.4979188585
731	0.4978637967
732	0.4978356879
733	0.4977954047
734	0.4977520779
735	0.4977060818
736	0.4976662326
737	0.4976287001
738	0.4975909451
739	0.4975605197
740	0.4975239041
741	0.4974841146
742	0.4974559191
743	0.4974269586
744	0.4973783529
745	0.4973365831
746	0.4972924913
747	0.4972508301
748	0.4972239909
749	0.4971846137
750	0.4971477919
751	0.4971082737
752	0.4970657064
753	0.4970292914
754	0.4969944607
755	0.4969671061
756	0.4969264757
757	0.4968864963
758	0.496838189
759	0.4968055664
760	0.4967701497
761	0.4967275987
762	0.4966795681
763	0.4966277995
764	0.4965838921
765	0.4965607259
766	0.496514974
767	0.4964836263
768	0.4964584961
769	0.4964186252
770	0.4963916612
771	0.4963430122
772	0.4963014811
773	0.4962713216
774	0.4962372287
775	0.4961973416
776	0.4961626139
777	0.4961232096
778	0.4960955295
779	0.4960648112
780	0.49603514
781	0.4960014594
782	0.4959753961
783	0.4959449653
784	0.4959198405
785	0.4958807292
786	0.4958380588
787	0.495809196
788	0.4957774902
789	0.4957412001
790	0.495710319
791	0.4956759386
792	0.4956394206
793	0.4956058431
794	0.4955715766
795	0.4955249674
796	0.4954920681
797	0.4954527724
798	0.4954250651
799	0.4953872233
800	0.4953544596
801	0.49531588
802	0.4952867567
803	0.4952549967
804	0.4952060764
805	0.4951763455
806	0.495155051
807	0.4951170681
808	0.4950864855
809	0.4950527344
810	0.4950183594
811	0.494977946
812	0.4949426704
813	0.4949066461
814	0.4948744195
815	0.494848725
816	0.4948049642
817	0.4947713921
818	0.4947346842
819	0.4947053006
820	0.4946759928
821	0.4946433105
822	0.4946091309
823	0.4945779134
824	0.4945478895
825	0.4945078993
826	0.4944685167
827	0.4944345757
828	0.4944025445
829	0.4943826443
830	0.4943538411
831	0.4943325901
832	0.4943052463
833	0.4942630371
834	0.4942338813
835	0.4941964084
836	0.4941585178
837	0.4941262858
838	0.4940989312
839	0.4940653809
840	0.4940254123
841	0.4939816949
842	0.4939583496
843	0.4939364421
844	0.493908724
845	0.4938834744
846	0.4938570584
847	0.4938267144
848	0.4937964138
849	0.4937625054
850	0.4937402507
851	0.4937089681
852	0.4936771322
853	0.493635178
854	0.4936039334
855	0.4935743598
856	0.4935397461
857	0.4935045736
858	0.4934662815
859	0.4934346571
860	0.4934024957
861	0.4933699164
862	0.4933396213
863	0.4933081272
864	0.4932775933
865	0.4932398546
866	0.4932138292
867	0.4931830349
868	0.4931484375
869	0.4931177409
870	0.4930774848
871	0.4930492784
872	0.4930172038
873	0.4929841309
874	0.4929516168
875	0.4929107693
876	0.4928884983
877	0.4928577148
878	0.4928202854
879	0.4927851183
880	0.4927562771
881	0.4927203179
882	0.4926844618
883	0.4926415799
884	0.4926160211
885	0.4925856174
886	0.4925482964
887	0.4925163411
888	0.4924747776
889	0.492446186
890	0.4924135471
891	0.4923804308
892	0.49235727
893	0.4923216634
894	0.4922930339
895	0.4922631565
896	0.4922146973
897	0.4921947537
898	0.4921750163
899	0.4921440538
900	0.4921010254
901	0.4920663954
902	0.4920320367
903	0.492007525
904	0.4919756348
905	0.4919402289
906	0.4919056261
907	0.4918659668
908	0.4918331923
909	0.4918041992
910	0.4917709364
911	0.491738916
912	0.4917003689
913	0.4916697754
914	0.4916415527
915	0.491602181
916	0.4915577365
917	0.4915170356
918	0.4914841471
919	0.4914447211
920	0.4914078722
921	0.4913774685
922	0.4913302083
923	0.4912854763
924	0.491247564
925	0.491211811
926	0.4911798774
927	0.4911583442
928	0.4911312934
929	0.4910991211
930	0.4910703776
931	0.4910365723
932	0.4910029243
933	0.490957373
934	0.4909285699
935	0.4908981825
936	0.4908518121
937	0.4908231391
938	0.4907918566
939	0.490762245
940	0.4907337891
941	0.4907097819
942	0.4906901747
943	0.4906576606
944	0.490633252
945	0.4906158691
946	0.4905797526
947	0.4905564182
948	0.490518826
949	0.4904980414
950	0.4904702691
951	0.4904355035
952	0.4904071994
953	0.4903718641
954	0.4903406141
955	0.4903056912
956	0.4902782118
957	0.4902483724
958	0.4902170627
959	0.4901908908
960	0.4901566135
961	0.4901309733
962	0.4901033312
963	0.4900731337
964	0.4900408583
965	0.4900158203
966	0.4899921929
967	0.4899693685
968	0.4899392849
969	0.4899078396
970	0.4898723145
971	0.4898512044
972	0.4898127496
973	0.4897775011
974	0.4897523817
975	0.4897215386
976	0.4896812554
977	0.4896460069
978	0.4896116808
979	0.4895847005
980	0.489554503
981	0.4895264757
982	0.4894953776
983	0.4894532281
984	0.4894179796
985	0.4893946018
986	0.4893639648
987	0.4893371257
988	0.4893151313
989	0.4892882433
990	0.4892576606
991	0.4892283474
992	0.4892005968
993	0.4891590495
994	0.4891368924
995	0.4891110623
996	0.4890883898
997	0.4890611979
998	0.4890403646
999	0.4890012695
